epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_precision,val_recall,train_kappa,val_kappa,train_f1,grad_norm,update_norm,param_norm
1,0.9650433954954847,52.78592375366569,0.8900010287761688,58.203125,0.39426043641500313,0.37443856554967664,0.4365079365079365,0.15460186938913778,0.2484841833795166,0.36386366867288067,0.36121489852666855,0.8646383881568909,8.400004386901855
2,0.8764548034262447,58.94428152492669,0.8281098306179047,59.375,0.41311558151272626,0.38615453902078106,0.4495798319327731,0.2655472498619673,0.27563596789552447,0.4076389428771339,0.3749777339398861,0.4913352429866791,8.467527389526367
3,0.8305999415827403,60.410557184750736,0.8008266389369965,61.328125,0.4857827654343334,0.6210220040007274,0.4904761904761905,0.29781046144876644,0.3182331737235702,0.4412955465587045,0.37406589090824127,0.3586391806602478,8.51982307434082
4,0.8039783218389382,61.97458455522972,0.7870135605335236,64.453125,0.5934383632192519,0.6583150243888958,0.5718020541549954,0.33217259092808493,0.39285900443054467,0.5037362722963287,0.34850751608610153,0.27966129779815674,8.560096740722656
5,0.7880817488025244,61.09481915933529,0.776892215013504,64.453125,0.6092346499323243,0.6568852061208177,0.588702147525677,0.32701150755214115,0.3944057398357076,0.5098811709426895,0.3372047692537308,0.2649701237678528,8.601883888244629
6,0.7785095962261525,62.17008797653959,0.7761912941932678,64.84375,0.6326924972887706,0.6632804232804232,0.6140056022408964,0.34757545545182633,0.40857868932412655,0.5342117458944912,0.39621924981474876,0.2419208288192749,8.63172721862793
7,0.7765757170007842,62.56109481915934,0.7791166603565216,64.453125,0.6202410788876954,0.6635000801667468,0.5982259570494864,0.3600642207678726,0.39890597584890086,0.5624247635542369,0.39882842451334,0.22561855614185333,8.661465644836426
8,0.763809425390361,63.831867057673506,0.768712043762207,63.671875,0.6123076034537526,0.6306326878577518,0.6018674136321195,0.38098454382955205,0.389350569405971,0.56204689280727,0.3697102293372154,0.2317458689212799,8.690237045288086
9,0.7709137235685295,63.73411534701857,0.773297905921936,62.890625,0.5996732026143791,0.6466656838173866,0.5779645191409898,0.38665893121481076,0.3694581280788177,0.5898338888950699,0.4434686377644539,0.22207121551036835,8.708956718444824
10,0.7578481913545148,65.49364613880743,0.7697898149490356,64.0625,0.6195312351249976,0.6366546463245492,0.607469654528478,0.4108411916337652,0.3988002552648373,0.5821881193785388,0.389786459505558,0.229153111577034,8.727310180664062
11,0.7559996621932685,62.365591397849464,0.7642387747764587,63.28125,0.6130262993810752,0.6416500854185508,0.5956115779645191,0.36469466695486386,0.38283193557487627,0.5771274660362922,0.3454793803393841,0.2168409675359726,8.752754211425781
12,0.746211155069189,64.613880742913,0.7647090256214142,64.0625,0.6166035506137029,0.6343358395989975,0.6056022408963585,0.39603889347350296,0.3967058582443198,0.575235839730042,0.3928612545132637,0.22337406873703003,8.777741432189941
13,0.7503731958677342,64.71163245356794,0.7690547406673431,63.671875,0.6115676845148986,0.6311834921284224,0.5984126984126984,0.40390292719539655,0.39175310408257114,0.5913743518693453,0.40007998049259186,0.21089835464954376,8.798285484313965
14,0.7476693679044207,65.00488758553274,0.7640717029571533,62.5,0.6023102214988351,0.6220117198611823,0.5890756302521009,0.4028303409681989,0.3718594249201278,0.5893609638403571,0.364769384264946,0.21095843613147736,8.817390441894531
15,0.7484322926748767,66.17790811339198,0.7712182402610779,63.671875,0.6127148363910385,0.6328202661535994,0.5993464052287582,0.42442578032896183,0.39280795715378725,0.595270116978963,0.43259483575820923,0.20528903603553772,8.832427978515625
16,0.7428584118625868,64.41837732160313,0.7648748755455017,63.28125,0.6108638282899367,0.6245192663765556,0.6009337068160597,0.39541559373548896,0.38651370299553856,0.5779746259247398,0.40436289459466934,0.20755086839199066,8.855366706848145
17,0.7329484074579539,65.39589442815249,0.7641287744045258,63.671875,0.6102886462645777,0.6249319784552169,0.6018674136321195,0.4145260247839688,0.3906633906633906,0.5967411210886353,0.3471228629350662,0.21151593327522278,8.878520011901855
18,0.7392446622470956,64.71163245356794,0.7657441794872284,64.0625,0.615395837958198,0.629233321483588,0.6060690943043884,0.40202852040097603,0.39852389100288577,0.5928202006951153,0.3629692681133747,0.21727271378040314,8.894928932189941
19,0.7336136382928925,65.59139784946237,0.7706760168075562,61.328125,0.590736403851158,0.6153884956851059,0.5762838468720821,0.42114197530864195,0.3544903469003108,0.6114188850283061,0.494299091398716,0.2278674840927124,8.913331031799316
20,0.7332234326695417,66.27565982404693,0.7659910321235657,60.9375,0.5700476125571782,0.591153450865681,0.5602240896358543,0.4312160358931715,0.3402571966085096,0.6077502557327331,0.449549563229084,0.23009200394153595,8.937015533447266
21,0.7305547804193879,66.95992179863147,0.7592639327049255,64.453125,0.6180185185185185,0.6319654660583195,0.6088702147525676,0.4406164359184255,0.4048032703117016,0.6164073997025942,0.4027043990790844,0.20423494279384613,8.955037117004395
22,0.7202068638358764,66.37341153470186,0.7611022293567657,62.890625,0.609508547008547,0.6234462684453813,0.5990662931839402,0.4299340048402931,0.3813279063851437,0.6063685322852747,0.4737525135278702,0.19245773553848267,8.973634719848633
